8
-0.13, -0.04, 0.17, 0.28, 0.03, 0.69, 32.00
-0.17, 0.27, 0.11, -0.38, 0.20, 0.06, 12.00
0.87, 0.48, -0.39, -0.55, 0.29, -0.06, 10.00
-0.83, -0.41, 1.00, -0.02, 0.47, -0.05, 14.00
0.33, -0.38, -0.03, -0.48, -0.68, -0.18, 16.00
-0.39, 0.96, 0.08, -0.60, -0.31, 0.04, 14.00
-0.32, -0.50, 0.17, 0.23, 0.29, -0.29, 49.00
-0.79, -0.32, 0.41, -0.47, -0.62, -0.47, 26.00
